timestamp,symbol,long_exchange,short_exchange,spread_percent,fees_percent,funding_percent,net_percent,net_pnl_usd,capital_per_side
2025-12-31 16:35:21,CYBER/USDT:USDT,Bitget,Gate,0.797,0.27,0.1626,0.6896,0.3448,50
2025-12-31 16:37:13,LIT/USDT:USDT,Bybit,Bitget,0.8579,0.23,-0.0404,0.5875,0.2938,50
2025-12-31 16:41:12,TAKE/USDT:USDT,Gate,Bitget,0.555,0.27,0.1395,0.4245,0.2122,50
2025-12-31 16:41:57,ZRX/USDT:USDT,Bitget,Bybit,0.5238,0.23,-0.0187,0.2751,0.1375,50
2025-12-31 16:46:18,SQD/USDT:USDT,Bitget,Gate,0.4268,0.27,0.152,0.3088,0.1544,50
2025-12-31 16:48:25,LYN/USDT:USDT,Gate,Bybit,0.3598,0.26,0.1405,0.2403,0.1201,50
2025-12-31 16:51:42,LIGHT/USDT:USDT,Bitget,Gate,1.7107,0.27,0.6046,2.0453,1.0227,50
2025-12-31 16:52:35,CYBER/USDT:USDT,Bitget,Gate,0.6126,0.27,0.1903,0.5329,0.2664,50
2025-12-31 16:54:03,LIT/USDT:USDT,Bybit,Bitget,0.891,0.23,-0.0154,0.6456,0.3228,50
2025-12-31 16:57:05,TAKE/USDT:USDT,Gate,Bitget,0.4923,0.27,0.1473,0.3696,0.1848,50
2025-12-31 16:57:39,ZRX/USDT:USDT,Bitget,Bybit,0.6542,0.23,0.026,0.4502,0.2251,50
2025-12-31 17:01:47,SQD/USDT:USDT,Bitget,Gate,0.5127,0.27,0.113,0.3557,0.1778,50
2025-12-31 17:06:57,LIGHT/USDT:USDT,Bitget,Gate,1.4002,0.27,0.4825,1.6127,0.8063,50
2025-12-31 17:07:52,CYBER/USDT:USDT,Bitget,Gate,0.7125,0.27,0.2465,0.689,0.3445,50
2025-12-31 17:09:14,LIT/USDT:USDT,Bybit,Bitget,0.9641,0.23,0.0,0.7341,0.367,50
2025-12-31 17:12:16,TAKE/USDT:USDT,Gate,Bitget,0.4488,0.27,0.1462,0.325,0.1625,50
2025-12-31 17:12:50,ZRX/USDT:USDT,Bitget,Bybit,0.6871,0.23,0.0564,0.5135,0.2567,50
2025-12-31 17:13:10,ZKP/USDT:USDT,Bybit,Bitget,0.3111,0.23,0.0,0.0811,0.0406,50
2025-12-31 17:16:56,SQD/USDT:USDT,Bitget,Gate,1.0096,0.27,0.1013,0.8409,0.4205,50
2025-12-31 17:18:44,BEAT/USDT:USDT,Gate,Bybit,0.6415,0.26,0.0001,0.3815,0.1908,50
2025-12-31 17:22:13,LIGHT/USDT:USDT,Bitget,Gate,1.5991,0.27,0.6339,1.963,0.9815,50
2025-12-31 17:23:10,CYBER/USDT:USDT,Bitget,Gate,0.6665,0.27,0.268,0.6645,0.3322,50
2025-12-31 17:24:36,LIT/USDT:USDT,Bybit,Bitget,0.8451,0.23,0.0,0.6151,0.3076,50
2025-12-31 17:27:42,TAKE/USDT:USDT,Gate,Bitget,0.3656,0.27,0.1176,0.2132,0.1066,50
2025-12-31 17:32:17,SQD/USDT:USDT,Bitget,Gate,1.2528,0.27,0.1744,1.1572,0.5786,50
2025-12-31 17:37:23,LIGHT/USDT:USDT,Bitget,Gate,1.0956,0.27,0.6488,1.4744,0.7372,50
2025-12-31 17:38:13,CYBER/USDT:USDT,Bitget,Gate,0.6176,0.27,0.2664,0.614,0.307,50
2025-12-31 17:39:31,LIT/USDT:USDT,Bybit,Bitget,0.9158,0.23,0.0,0.6858,0.3429,50
2025-12-31 17:42:23,TAKE/USDT:USDT,Gate,Bitget,0.4394,0.27,0.0939,0.2633,0.1317,50
2025-12-31 17:47:06,SQD/USDT:USDT,Bitget,Gate,0.9478,0.27,0.2088,0.8866,0.4433,50
2025-12-31 17:52:17,LIGHT/USDT:USDT,Bitget,Gate,1.2374,0.27,0.6012,1.5686,0.7843,50
2025-12-31 17:53:11,CYBER/USDT:USDT,Bitget,Gate,0.628,0.27,0.271,0.629,0.3145,50
2025-12-31 17:54:33,LIT/USDT:USDT,Bybit,Bitget,0.9388,0.23,0.0,0.7088,0.3544,50
2025-12-31 17:57:34,TAKE/USDT:USDT,Gate,Bitget,0.3782,0.27,0.0799,0.1881,0.0941,50
2025-12-31 18:02:08,SQD/USDT:USDT,Bitget,Gate,0.9193,0.27,0.2244,0.8737,0.4368,50
2025-12-31 18:04:09,LYN/USDT:USDT,Gate,Bybit,0.4796,0.26,0.1031,0.3227,0.1613,50
2025-12-31 18:07:12,LIGHT/USDT:USDT,Bitget,Gate,1.8245,0.27,0.0587,1.6132,0.8066,50
2025-12-31 18:08:03,CYBER/USDT:USDT,Bitget,Gate,0.5274,0.27,0.3059,0.5633,0.2816,50
2025-12-31 18:09:19,LIT/USDT:USDT,Bybit,Bitget,0.9036,0.23,-0.011,0.6626,0.3313,50
2025-12-31 18:11:55,TAKE/USDT:USDT,Gate,Bitget,0.441,0.27,0.0621,0.2331,0.1166,50
2025-12-31 18:12:25,ZRX/USDT:USDT,Bitget,Bybit,0.6309,0.23,0.0784,0.4793,0.2396,50
2025-12-31 18:15:58,SQD/USDT:USDT,Bitget,Bybit,0.3221,0.23,-0.047,0.0451,0.0226,50
2025-12-31 18:20:30,LIGHT/USDT:USDT,Bitget,Gate,2.0758,0.27,0.1162,1.922,0.961,50
2025-12-31 18:21:19,CYBER/USDT:USDT,Bitget,Gate,0.5419,0.27,0.2966,0.5685,0.2843,50
2025-12-31 18:22:33,LIT/USDT:USDT,Bybit,Bitget,0.8096,0.23,-0.0758,0.5038,0.2519,50
2025-12-31 18:26:04,CYBER/USDT:USDT,Bitget,Gate,0.5156,0.27,0.2922,0.5378,0.2689,50
2025-12-31 18:27:15,LIT/USDT:USDT,Bybit,Bitget,0.845,0.23,-0.0877,0.5273,0.2637,50
2025-12-31 18:29:47,TAKE/USDT:USDT,Gate,Bitget,0.3609,0.27,0.065,0.1559,0.078,50
2025-12-31 18:30:15,ZRX/USDT:USDT,Bitget,Bybit,0.6349,0.23,0.0072,0.4121,0.206,50
2025-12-31 18:38:20,LIGHT/USDT:USDT,Bitget,Gate,4.7363,0.27,0.4351,4.9014,2.4507,50
2025-12-31 18:39:09,CYBER/USDT:USDT,Bitget,Gate,0.5399,0.27,0.2769,0.5468,0.2734,50
2025-12-31 18:40:21,LIT/USDT:USDT,Bybit,Bitget,0.9852,0.23,-0.0966,0.6586,0.3293,50
2025-12-31 18:42:52,TAKE/USDT:USDT,Gate,Bitget,0.3057,0.27,0.0544,0.0901,0.0451,50
2025-12-31 18:46:50,SQD/USDT:USDT,Bitget,Bybit,0.4276,0.23,-0.1063,0.0913,0.0456,50
2025-12-31 18:48:36,LYN/USDT:USDT,Gate,Bybit,0.4662,0.26,0.0972,0.3034,0.1517,50
2025-12-31 18:52:04,CYBER/USDT:USDT,Bitget,Gate,0.4712,0.27,0.2603,0.4615,0.2308,50
2025-12-31 18:53:15,LIT/USDT:USDT,Bybit,Bitget,0.9359,0.23,-0.0986,0.6072,0.3036,50
2025-12-31 18:56:15,ZRX/USDT:USDT,Bitget,Bybit,0.6507,0.23,0.0396,0.4603,0.2302,50
2025-12-31 18:59:43,SQD/USDT:USDT,Bitget,Gate,0.4157,0.27,0.1189,0.2646,0.1323,50
2025-12-31 19:04:10,LIGHT/USDT:USDT,Bitget,Bybit,4.8302,0.23,0.0784,4.6786,2.3393,50
2025-12-31 19:04:58,CYBER/USDT:USDT,Bitget,Gate,0.4738,0.27,0.2751,0.4789,0.2395,50
2025-12-31 19:06:06,LIT/USDT:USDT,Bybit,Bitget,1.1051,0.23,-0.0914,0.7837,0.3918,50
2025-12-31 19:09:07,ZRX/USDT:USDT,Bitget,Bybit,0.6469,0.23,0.0397,0.4566,0.2283,50
2025-12-31 19:11:21,POLYX/USDT:USDT,Bitget,Bybit,0.4971,0.23,-0.1734,0.0937,0.0468,50
2025-12-31 19:12:29,SQD/USDT:USDT,Bitget,Bybit,0.4301,0.23,-0.1132,0.0869,0.0434,50
2025-12-31 19:13:57,BEAT/USDT:USDT,Bitget,Gate,0.712,0.27,-0.0001,0.4419,0.221,50
2025-12-31 19:16:52,LIGHT/USDT:USDT,Bitget,Gate,4.1415,0.27,1.5609,5.4324,2.7162,50
2025-12-31 19:17:40,CYBER/USDT:USDT,Bitget,Gate,0.3957,0.27,0.2643,0.39,0.195,50
2025-12-31 19:18:47,LIT/USDT:USDT,Bybit,Bitget,0.979,0.23,-0.0861,0.6628,0.3314,50
2025-12-31 19:21:18,TAKE/USDT:USDT,Gate,Bitget,0.3258,0.27,0.0579,0.1137,0.0568,50
2025-12-31 19:21:44,ZRX/USDT:USDT,Bitget,Bybit,0.6446,0.23,0.0379,0.4525,0.2262,50
2025-12-31 19:23:59,POLYX/USDT:USDT,Bitget,Bybit,0.5654,0.23,-0.1535,0.1819,0.091,50
2025-12-31 19:25:07,SQD/USDT:USDT,Bitget,Bybit,0.3492,0.23,-0.1041,0.0151,0.0075,50
2025-12-31 19:29:17,LIGHT/USDT:USDT,Bitget,Gate,4.4188,0.27,1.5542,5.703,2.8515,50
2025-12-31 19:30:06,CYBER/USDT:USDT,Bitget,Gate,0.4225,0.27,0.2289,0.3814,0.1907,50
2025-12-31 19:31:13,Q/USDT:USDT,Bitget,Bybit,0.3904,0.23,0.0465,0.2069,0.1035,50
2025-12-31 19:31:14,LIT/USDT:USDT,Bybit,Bitget,0.892,0.23,-0.0777,0.5844,0.2922,50
2025-12-31 19:36:19,POLYX/USDT:USDT,Bitget,Bybit,0.6193,0.23,-0.1351,0.2542,0.1271,50
2025-12-31 19:41:42,LIGHT/USDT:USDT,Bitget,Gate,3.202,0.27,1.5941,4.5261,2.2631,50
2025-12-31 19:42:31,CYBER/USDT:USDT,Bitget,Gate,0.37,0.27,0.2271,0.3271,0.1635,50
2025-12-31 19:43:38,Q/USDT:USDT,Bitget,Bybit,0.4167,0.23,0.0412,0.2279,0.114,50
2025-12-31 19:46:36,ZRX/USDT:USDT,Bitget,Bybit,0.6107,0.23,0.0355,0.4162,0.2081,50
2025-12-31 19:48:48,POLYX/USDT:USDT,Bitget,Bybit,0.701,0.23,-0.1223,0.3486,0.1743,50
2025-12-31 19:55:01,CYBER/USDT:USDT,Bitget,Gate,0.3316,0.27,0.231,0.2926,0.1463,50
2025-12-31 20:07:52,CYBER/USDT:USDT,Bitget,Bybit,0.3587,0.23,0.1838,0.3125,0.1563,50
2025-12-31 20:11:33,TAKE/USDT:USDT,Bitget,Gate,1.7936,0.27,-0.0749,1.4487,0.7243,50
2025-12-31 20:16:17,ZBT/USDT:USDT,Bitget,Gate,0.3445,0.27,-0.0038,0.0707,0.0353,50
2025-12-31 20:20:43,CYBER/USDT:USDT,Bitget,Gate,0.415,0.27,0.1078,0.2528,0.1264,50
2025-12-31 20:21:54,LIT/USDT:USDT,Bybit,Bitget,0.8494,0.23,-0.1561,0.4634,0.2317,50
2025-12-31 20:24:27,TAKE/USDT:USDT,Gate,Bitget,0.3386,0.27,0.1942,0.2628,0.1314,50
2025-12-31 20:33:23,CYBER/USDT:USDT,Bitget,Bybit,0.3311,0.23,0.1822,0.2833,0.1417,50
2025-12-31 20:34:29,LIT/USDT:USDT,Bybit,Bitget,0.8424,0.23,-0.0405,0.5719,0.286,50
2025-12-31 20:45:54,CYBER/USDT:USDT,Bitget,Bybit,0.3503,0.23,0.173,0.2933,0.1466,50
